DateTime,Actual,Consensus,Previous,Revised
10/07/2019 15:30:00,1.69,,1.795,
09/30/2019 15:30:00,1.795,,1.86,
09/23/2019 15:30:00,1.86,,1.87,
09/16/2019 15:30:00,1.87,,1.825,
09/09/2019 15:30:00,1.825,,1.825,
09/03/2019 15:30:00,1.825,,1.84,
08/26/2019 15:30:00,1.84,,1.84,
08/19/2019 15:30:00,1.84,,1.89,
08/12/2019 15:30:00,1.89,,1.95,
08/05/2019 15:30:00,1.95,,2.035,
07/29/2019 15:30:00,2.035,,2.01,
07/22/2019 15:30:00,2.01,,2.01,
07/15/2019 15:30:00,2.01,,2.075,
07/08/2019 15:30:00,2.075,,2.04,
07/01/2019 15:30:00,2.04,,2.03,
06/24/2019 15:30:00,2.03,,2.13,
06/17/2019 15:30:00,2.13,,2.14,
06/10/2019 15:30:00,2.14,,2.255,
06/03/2019 15:30:00,2.255,,2.32,
05/28/2019 15:30:00,2.32,,2.34,
05/20/2019 15:30:00,2.34,,2.355,
05/13/2019 15:34:02,2.355,,2.38,
05/06/2019 15:30:00,2.38,,2.395,
04/29/2019 15:30:00,2.395,,2.4,
04/22/2019 15:30:00,2.4,,2.39,
04/15/2019 15:30:00,2.39,,2.395,
04/08/2019 15:30:00,2.395,,2.38,
04/01/2019 15:30:00,2.38,,2.415,
03/25/2019 15:30:00,2.415,,2.45,
03/18/2019 15:30:00,2.45,,2.455,
03/11/2019 15:30:00,2.455,,2.46,
03/04/2019 16:30:00,2.46,,2.455,
02/25/2019 16:30:00,2.455,,2.455,
02/19/2019 16:30:00,2.455,,2.45,
02/11/2019 16:30:00,2.45,,2.44,
02/04/2019 16:30:00,2.44,,2.45,
01/28/2019 16:30:00,2.45,,2.46,
01/14/2019 16:30:00,2.46,,2.47,
01/07/2019 16:30:00,2.47,,2.48,
12/24/2018 16:30:00,2.48,,2.485,
12/17/2018 16:30:00,2.485,,2.48,
12/10/2018 16:30:00,2.48,,2.495,
12/03/2018 16:30:00,2.495,,2.475,
11/26/2018 16:30:00,2.475,,2.455,
11/19/2018 16:30:00,2.455,,2.465,
11/13/2018 16:30:00,2.465,,2.45,
11/05/2018 16:30:00,2.45,,2.43,
10/29/2018 15:30:00,2.43,,2.425,
10/22/2018 15:30:00,2.425,,2.415,
10/15/2018 15:30:00,2.415,,2.38,
10/09/2018 15:30:00,2.38,,2.335,
10/01/2018 15:30:00,2.335,,2.32,
09/24/2018 15:30:00,2.32,,2.29,
09/17/2018 15:30:00,2.29,,2.265,
09/10/2018 15:30:00,2.265,,2.24,
09/04/2018 15:30:00,2.24,,2.21,
08/27/2018 15:30:00,2.21,,2.185,
08/20/2018 15:30:00,2.185,,2.18,
08/13/2018 15:30:00,2.18,,2.18,
08/06/2018 15:30:00,2.18,,2.16,
07/30/2018 15:30:00,2.16,,2.14,
07/23/2018 15:30:00,2.14,,2.14,
07/16/2018 15:30:00,2.14,,2.1,
07/09/2018 15:30:00,2.1,,2.085,
07/02/2018 15:30:00,2.085,,2.085,
06/25/2018 15:30:00,2.085,,2.075,
06/18/2018 15:30:00,2.075,,2.075,
06/11/2018 15:30:00,2.075,,2.07,
06/04/2018 15:30:00,2.07,,2.03,
05/29/2018 15:30:00,2.03,,2.08,
05/21/2018 15:30:00,2.08,,2.035,
05/14/2018 15:30:00,2.035,,2,
05/07/2018 15:30:00,2,,1.99,
04/30/2018 15:30:00,1.99,,1.985,
04/23/2018 15:30:00,1.985,,1.945,
04/16/2018 15:30:00,1.945,,1.88,
04/09/2018 15:30:00,1.88,,1.905,
04/02/2018 15:30:00,1.905,,1.895,
03/26/2018 15:30:00,1.895,,1.95,
03/19/2018 15:30:00,1.95,,1.85,
03/12/2018 15:30:00,1.85,,1.83,
03/05/2018 16:30:00,1.83,,1.83,
02/26/2018 16:30:00,1.83,,1.82,
02/20/2018 16:30:00,1.82,,1.785,
02/12/2018 16:30:00,1.785,,1.65,
02/05/2018 16:30:00,1.65,,1.625,
01/29/2018 16:30:00,1.625,,1.615,
01/22/2018 16:30:00,1.615,,1.6,
01/16/2018 16:30:00,1.6,,1.575,
01/08/2018 16:30:00,1.575,,1.575,
01/02/2018 16:30:00,1.575,,1.53,
12/26/2017 16:30:00,1.53,,1.48,
12/18/2017 16:30:00,1.48,,1.46,
12/11/2017 16:30:00,1.46,,1.45,
12/04/2017 16:30:00,1.45,,1.435,
11/27/2017 16:30:00,1.435,,1.415,
11/20/2017 16:30:00,1.415,,1.36,
11/13/2017 16:30:00,1.36,,1.3,
11/06/2017 16:30:00,1.3,,1.26,
10/30/2017 15:30:00,1.26,,1.245,
10/23/2017 15:30:00,1.245,,1.24,
10/16/2017 15:30:00,1.24,,1.22,
10/10/2017 15:30:00,1.22,,1.19,
10/02/2017 15:30:00,1.19,,1.17,
09/25/2017 15:30:00,1.17,,1.18,
09/18/2017 16:30:00,1.18,,1.14,
09/11/2017 15:30:00,1.14,,1.115,
09/05/2017 15:30:00,1.115,,1.115,
08/28/2017 15:30:00,1.115,,1.115,
08/21/2017 15:30:00,1.115,,1.115,
08/14/2017 15:30:00,1.115,,1.14,
08/07/2017 15:30:00,1.14,,1.13,
07/31/2017 15:30:00,1.13,,1.13,
07/24/2017 15:30:00,1.13,,1.105,
07/17/2017 15:30:00,1.105,,1.125,
07/10/2017 15:30:00,1.125,,1.13,
07/03/2017 15:30:00,1.13,,1.11,
06/26/2017 15:30:00,1.11,,1.112,
06/19/2017 15:30:00,1.112,,1.1,
06/12/2017 15:30:00,1.1,,1.07,
06/05/2017 15:30:00,1.07,,1.06,
05/30/2017 15:30:00,1.06,,1.05,
05/22/2017 15:30:00,1.05,,1.02,
05/15/2017 15:30:00,1.02,,1.015,
05/08/2017 15:30:00,1.015,,0.975,
05/01/2017 15:30:00,0.975,,0.955,
04/24/2017 15:30:00,0.955,,0.945,
04/17/2017 15:30:00,0.945,,0.95,
04/10/2017 15:30:00,0.95,,0.91,
04/03/2017 15:30:00,0.91,,0.905,
03/27/2017 15:30:00,0.905,,0.89,
03/20/2017 16:30:00,0.89,,0.91,
03/13/2017 16:30:00,0.91,,0.835,
03/06/2017 16:30:00,0.835,,0.67,
02/27/2017 16:30:00,0.67,,0.67,
02/21/2017 16:30:00,0.67,,0.645,
02/13/2017 16:30:00,0.645,,0.62,
02/06/2017 16:30:00,0.62,,0.625,
01/30/2017 16:30:00,0.625,,0.6,
01/23/2017 16:30:00,0.6,,0.605,
01/17/2017 16:30:00,0.605,,0.59,
