DateTime,Currency,Name,Country,Volatility,Actual,Previous,Consensus
01/06/2010 15:00:00,USD,ISM Non-Manufacturing PMI,United States,2,49.800,48.700,50.500
01/06/2010 15:30:00,USD,EIA Crude Oil Stocks Change,United States,0,1.300,-1.500,
01/06/2010 19:00:00,USD,FOMC Minutes,United States,3,,,
01/07/2010 07:00:00,EUR,Retail Sales (YoY),Germany,1,-2.800,-1.600,-1.700
01/07/2010 07:00:00,EUR,Retail Sales (MoM),Germany,1,1.000,-0.300,0.400
01/07/2010 10:00:00,EUR,Consumer Confidence,European Monetary Union,1,-16.000,-17.300,-16.000
01/07/2010 10:00:00,EUR,Industrial Confidence,European Monetary Union,1,-15.900,-18.700,-17.000
01/07/2010 10:00:00,EUR,Economic Sentiment Indicator,European Monetary Union,1,94.400,91.800,89.900
01/07/2010 10:00:00,EUR,Retail Sales (YoY),European Monetary Union,2,-2.400,-1.300,-1.800
01/07/2010 10:00:00,EUR,Retail Sales (MoM),European Monetary Union,2,-0.400,0.500,0.100
01/07/2010 11:00:00,EUR,Factory Orders n.s.a. (YoY),Germany,1,1.700,-8.500,-0.500
01/07/2010 11:00:00,EUR,Factory Orders s.a. (MoM),Germany,2,3.000,-1.700,1.500
01/07/2010 13:30:00,USD,Initial Jobless Claims,United States,2,433.000,433.000,449.000
01/07/2010 13:30:00,USD,Continuing Jobless Claims,United States,1,4.807,4.981,4.983
01/08/2010 07:00:00,EUR,Trade Balance s.a.,Germany,2,15.100,11.700,12.000
01/08/2010 10:00:00,EUR,Gross Domestic Product s.a. (QoQ),European Monetary Union,2,0.400,0.400,0.400
01/08/2010 10:00:00,EUR,Gross Domestic Product s.a. (YoY),European Monetary Union,2,-4.000,-4.100,-4.100
01/08/2010 10:00:00,EUR,Unemployment Rate,European Monetary Union,2,9.900,9.900,9.900
01/08/2010 11:00:00,EUR,Industrial Production s.a. (MoM),Germany,2,0.400,-1.230,1.000
01/08/2010 11:00:00,EUR,Industrial Production n.s.a. w.d.a. (YoY),Germany,2,-7.500,-11.900,-8.000
01/08/2010 13:30:00,USD,Average Hourly Earnings (MoM),United States,2,0.200,0.200,0.200
01/08/2010 13:30:00,USD,Unemployment Rate,United States,3,10.000,10.000,10.000
01/08/2010 13:30:00,USD,Average Weekly Hours,United States,1,33.200,33.200,33.200
01/08/2010 13:30:00,USD,Average Hourly Earnings (YoY),United States,2,2.400,2.300,2.100
01/08/2010 13:30:00,USD,Nonfarm Payrolls,United States,3,-150.000,4.000,-2.000
01/08/2010 15:00:00,USD,Wholesale Inventories,United States,1,1.600,0.600,-0.500
01/08/2010 20:00:00,USD,Consumer Credit Change,United States,1,-21.800,-3.500,-5.000
01/11/2010 06:00:00,EUR,Current Account n.s.a.,Germany,1,17.800,,12.000
01/11/2010 10:15:00,EUR,ECB's President Trichet speech,European Monetary Union,2,,,
01/11/2010 17:45:00,USD,Fed's Lockhart speech,United States,1,,,
01/12/2010 13:30:00,USD,Trade Balance,United States,3,-36.400,-33.200,-34.900
01/13/2010 08:15:00,EUR,Real GDP Growth,Germany,1,-4.700,1.300,-4.800
01/13/2010 12:00:00,USD,MBA Mortgage Applications,United States,1,14.300,0.500,
01/13/2010 15:30:00,USD,EIA Crude Oil Stocks Change,United States,1,3.700,1.300,1.400
01/13/2010 19:00:00,USD,Monthly Budget Statement,United States,2,-91.900,-120.300,-84.900
01/13/2010 19:00:00,USD,Fed's Beige Book,United States,2,,,
01/14/2010 07:00:00,EUR,Consumer Price Index (MoM),Germany,2,0.800,0.700,0.700
01/14/2010 07:00:00,EUR,Consumer Price Index (YoY),Germany,2,0.900,0.800,0.800
01/14/2010 10:00:00,EUR,Industrial Production w.d.a. (YoY),European Monetary Union,2,-6.900,-11.100,-8.400
01/14/2010 10:00:00,EUR,Industrial Production s.a. (MoM),European Monetary Union,2,1.100,-0.700,0.600
01/14/2010 12:45:00,EUR,ECB Interest Rate Decision,European Monetary Union,3,1.000,1.000,1.000
01/14/2010 13:30:00,USD,Retail Sales ex Autos (MoM),United States,3,-0.200,1.900,0.400
01/14/2010 13:30:00,USD,Retail Sales (MoM),United States,3,-0.100,1.800,0.400
01/14/2010 13:30:00,USD,Initial Jobless Claims,United States,2,446.000,433.000,437.000
01/14/2010 13:30:00,USD,Continuing Jobless Claims,United States,1,4.617,4.807,4.800
01/14/2010 13:30:00,USD,Import Price Index (MoM),United States,2,0.200,1.600,0.000
01/14/2010 13:30:00,USD,Import Price Index (YoY),United States,2,8.600,3.700,8.600
01/14/2010 13:30:00,EUR,ECB's President Trichet speech,European Monetary Union,3,,,
01/14/2010 15:00:00,USD,Business Inventories,United States,1,0.400,0.400,0.100
01/15/2010 07:00:00,EUR,Wholesale Price Index (YoY),Germany,1,0.200,-3.200,0.500
01/15/2010 07:00:00,EUR,Wholesale Price Index (MoM),Germany,0,0.200,0.700,0.500
01/15/2010 10:00:00,EUR,Trade Balance s.a.,European Monetary Union,1,4.000,4.700,5.300
01/15/2010 10:00:00,EUR,Trade Balance n.s.a.,European Monetary Union,1,2.700,4.400,7.000
01/15/2010 10:00:00,EUR,Consumer Price Index - Core (YoY),European Monetary Union,1,0.900,1.000,1.000
01/15/2010 10:00:00,EUR,Consumer Price Index (MoM),European Monetary Union,2,0.300,0.100,0.300
01/15/2010 10:00:00,EUR,Consumer Price Index (YoY),European Monetary Union,2,0.900,0.900,0.900
01/15/2010 13:30:00,USD,NY Empire State Manufacturing Index,United States,2,15.920,2.550,11.400
01/15/2010 13:30:00,USD,Consumer Price Index ex Food & Energy (YoY),United States,2,1.800,1.700,1.800
01/15/2010 13:30:00,USD,Consumer Price Index (YoY),United States,3,2.700,1.800,2.800
01/15/2010 13:30:00,USD,Consumer Price Index ex Food & Energy (MoM),United States,2,0.100,0.000,0.100
01/15/2010 13:30:00,USD,Consumer Price Index (MoM),United States,3,0.200,0.400,0.100
01/15/2010 14:15:00,USD,Capacity Utilization,United States,1,71.900,71.500,71.900
01/15/2010 14:15:00,USD,Industrial Production (MoM),United States,1,0.700,0.600,0.600
01/15/2010 14:55:00,USD,Michigan Consumer Sentiment Index,United States,2,72.800,72.500,74.000
01/18/2010 00:00:00,USD,Martin L. King's Birthday,United States,0,,,
01/19/2010 10:00:00,EUR,Construction Output  s.a (MoM),European Monetary Union,1,-1.100,-0.600,
01/19/2010 10:00:00,EUR,Construction Output w.d.a (YoY),European Monetary Union,1,-8.000,-7.700,
01/19/2010 10:00:00,EUR,ZEW Survey - Economic Sentiment,European Monetary Union,2,46.400,48.000,48.000
01/19/2010 10:00:00,EUR,ZEW Survey - Current Situation,Germany,1,-56.600,-60.600,-56.200
01/19/2010 10:00:00,EUR,ZEW Survey - Economic Sentiment,Germany,3,47.200,50.400,50.000
01/19/2010 14:00:00,USD,Total Net TIC Flows,United States,2,30.700,-25.400,
01/19/2010 14:00:00,USD,Net Long-Term TIC Flows,United States,2,126.400,19.300,30.300
01/19/2010 18:00:00,USD,NAHB Housing Market Index,United States,1,15.000,16.000,17.000
01/20/2010 07:00:00,EUR,Producer Price Index (YoY),Germany,2,-5.200,-5.900,-5.100
01/20/2010 07:00:00,EUR,Producer Price Index (MoM),Germany,2,-0.100,0.100,0.200
01/20/2010 12:00:00,USD,MBA Mortgage Applications,United States,1,9.100,14.300,
01/20/2010 13:30:00,USD,Housing Starts (MoM),United States,2,0.580,0.580,0.580
01/20/2010 13:30:00,USD,Building Permits (MoM),United States,2,0.650,0.590,0.590
01/20/2010 13:30:00,USD,Producer Price Index (YoY),United States,3,4.400,2.400,4.500
01/20/2010 13:30:00,USD,Producer Price Index ex Food & Energy (MoM),United States,3,0.000,0.500,0.100
01/20/2010 13:30:00,USD,Producer Price Index ex Food & Energy (YoY),United States,3,0.900,1.200,1.000
01/20/2010 13:30:00,USD,Producer Price Index (MoM),United States,3,0.400,1.800,0.100
01/21/2010 08:30:00,EUR,Markit Services PMI,Germany,1,51.200,52.700,53.100
01/21/2010 08:30:00,EUR,Markit Manufacturing PMI,Germany,2,53.400,52.700,53.000
01/21/2010 09:00:00,EUR,ECB Monthly Report,European Monetary Union,2,,,
01/21/2010 09:00:00,EUR,Markit Manufacturing PMI,European Monetary Union,2,52.000,51.600,52.000
01/21/2010 09:00:00,EUR,Markit Services PMI,European Monetary Union,1,52.300,53.600,54.100
01/21/2010 12:00:00,EUR,ECB's President Trichet speech,European Monetary Union,2,,,
01/21/2010 13:30:00,USD,Continuing Jobless Claims,United States,1,4.659,4.617,4.600
01/21/2010 13:30:00,USD,Initial Jobless Claims,United States,2,478.000,446.000,441.000
01/21/2010 15:00:00,USD,Philadelphia Fed Manufacturing Survey,United States,2,15.200,22.500,18.200
01/21/2010 16:00:00,USD,EIA Crude Oil Stocks Change,United States,1,-0.400,3.700,2.200
01/22/2010 10:00:00,EUR,Industrial New Orders (YoY),European Monetary Union,1,9.700,-0.200,3.000
01/22/2010 10:00:00,EUR,Industrial New Orders s.a. (MoM),European Monetary Union,1,3.150,-2.400,0.700
01/25/2010 07:00:00,EUR,Gfk Consumer Confidence Survey,Germany,2,3.300,3.400,3.200
01/25/2010 15:00:00,USD,Existing Home Sales Change (MoM),United States,1,-16.700,7.400,
01/25/2010 15:00:00,USD,Existing Home Sales (MoM),United States,1,5.450,6.540,5.780
01/26/2010 09:00:00,EUR,Current Account s.a,European Monetary Union,1,-5.772,-3.412,-2.800
01/26/2010 09:00:00,EUR,Current Account n.s.a,European Monetary Union,1,-0.623,0.530,
01/26/2010 09:00:00,EUR,IFO - Current Assessment,Germany,2,91.400,90.400,91.300
01/26/2010 09:00:00,EUR,IFO - Expectations,Germany,2,100.600,98.800,99.100
01/26/2010 09:00:00,EUR,IFO - Business Climate,Germany,3,95.900,94.500,95.200
01/26/2010 14:00:00,USD,S&P/Case-Shiller Home Price Indices (YoY),United States,2,-5.300,-7.300,-4.900
01/26/2010 15:00:00,USD,Consumer Confidence,United States,2,56.500,53.600,53.600
01/26/2010 15:00:00,USD,Housing Price Index (MoM),United States,1,0.400,0.600,0.500
01/26/2010 15:00:00,USD,Richmond Fed Manufacturing Index,United States,1,-2.000,-4.000,0.000
01/27/2010 12:00:00,USD,MBA Mortgage Applications,United States,1,-10.900,9.100,
01/27/2010 15:00:00,USD,Treasury's Geithner speech,United States,1,,,
01/27/2010 15:00:00,USD,New Home Sales (MoM),United States,2,0.348,0.370,0.372
01/27/2010 15:00:00,USD,New Home Sales Change (MoM),United States,0,-3.900,-11.300,
01/27/2010 15:30:00,USD,EIA Crude Oil Stocks Change,United States,1,-3.900,-0.400,1.600
01/27/2010 19:15:00,USD,Fed Interest Rate Decision,United States,3,0.250,0.250,0.250
01/27/2010 19:25:12,EUR,Consumer Price Index (MoM),Germany,2,-0.600,0.800,-0.200
01/27/2010 19:36:47,EUR,Consumer Price Index (YoY),Germany,2,0.800,0.900,1.000
01/28/2010 08:55:00,EUR,Unemployment Change,Germany,2,-11.000,-26.000,20.000
01/28/2010 08:55:00,EUR,Unemployment Rate s.a.,Germany,2,8.100,8.100,8.200
01/28/2010 10:00:00,EUR,Consumer Confidence,European Monetary Union,2,-15.800,-16.000,-15.000
01/28/2010 10:00:00,EUR,Industrial Confidence,European Monetary Union,1,-13.800,-15.900,-15.000
01/28/2010 10:00:00,EUR,Economic Sentiment Indicator,European Monetary Union,1,95.400,94.400,92.300
01/28/2010 13:30:00,USD,Initial Jobless Claims,United States,2,472.000,478.000,451.000
01/28/2010 13:30:00,USD,Continuing Jobless Claims,United States,1,4.600,4.659,4.590
01/28/2010 13:30:00,USD,Durable Goods Orders ex Transportation,United States,3,2.000,2.100,0.500
01/28/2010 13:30:00,USD,Durable Goods Orders,United States,3,1.900,-0.400,2.100
01/29/2010 09:00:00,EUR,M3 Money Supply (YoY),European Monetary Union,1,-0.300,-0.200,-0.600
01/29/2010 10:00:00,EUR,Unemployment Rate,European Monetary Union,2,9.900,9.900,10.100
01/29/2010 10:00:00,EUR,Consumer Price Index (YoY),European Monetary Union,2,1.000,0.900,1.200
01/29/2010 13:15:00,USD,"Fed's Kohn speech ",United States,1,,,
01/29/2010 13:30:00,USD,Gross Domestic Product Price Index,United States,2,2.100,1.300,1.300
01/29/2010 13:30:00,USD,Gross Domestic Product Annualized,United States,3,5.700,2.200,4.500
01/29/2010 13:30:00,USD,Core Personal Consumption Expenditures (QoQ),United States,2,2.000,2.800,1.800
01/29/2010 14:45:00,USD,Chicago Purchasing Managers' Index,United States,1,61.500,58.700,57.200
01/29/2010 14:55:00,USD,Michigan Consumer Sentiment Index,United States,2,74.400,72.800,73.200
02/01/2010 08:55:00,EUR,Markit Manufacturing PMI,Germany,2,53.700,53.400,53.400
02/01/2010 09:00:00,EUR,Markit Manufacturing PMI,European Monetary Union,1,52.400,52.000,52.000
02/01/2010 13:30:00,USD,Core Personal Consumption Expenditure - Price Index (MoM),United States,2,0.100,0.000,0.100
02/01/2010 13:30:00,USD,Personal Consumption Expenditures - Price Index (YoY),United States,2,2.100,1.500,2.200
02/01/2010 13:30:00,USD,Personal Income (MoM),United States,1,0.300,0.500,0.300
02/01/2010 13:30:00,USD,Core Personal Consumption Expenditure - Price Index (YoY),United States,2,1.500,1.400,1.500
02/01/2010 13:30:00,USD,Personal Consumption Expenditures - Price Index (MoM),United States,2,0.300,0.700,0.200
02/01/2010 15:00:00,USD,ISM Manufacturing PMI,United States,2,58.400,54.900,55.500
02/01/2010 15:00:00,USD,Construction Spending (MoM),United States,1,-1.200,-0.600,-0.400
02/02/2010 07:00:00,EUR,Retail Sales (MoM),Germany,1,-1.800,1.000,0.900
02/02/2010 07:00:00,EUR,Retail Sales (YoY),Germany,1,-2.500,-2.800,-2.500
02/02/2010 10:00:00,EUR,Consumer Price Index (YoY),European Monetary Union,2,,1.000,
02/02/2010 10:00:00,EUR,Producer Price Index (YoY),European Monetary Union,1,-2.900,-4.400,-3.300
02/02/2010 10:00:00,EUR,Producer Price Index (MoM),European Monetary Union,1,0.100,0.200,0.000
02/02/2010 15:00:00,USD,Pending Home Sales (MoM),United States,2,1.000,-16.400,0.500
02/02/2010 15:00:00,USD,Treasury's Geithner speech,United States,2,,,
02/03/2010 08:55:00,EUR,Markit Services PMI,Germany,2,52.200,51.200,51.200
02/03/2010 09:00:00,EUR,Markit Services PMI,European Monetary Union,1,52.500,52.300,52.300
02/03/2010 10:00:00,EUR,Retail Sales (MoM),European Monetary Union,2,1.100,-0.400,0.400
02/03/2010 10:00:00,EUR,Retail Sales (YoY),European Monetary Union,2,-0.100,-2.400,-2.400
02/03/2010 13:00:00,USD,MBA Mortgage Applications,United States,1,21.000,-10.900,
02/03/2010 13:15:00,USD,ADP Employment Change,United States,2,-60.000,-61.000,-35.000
02/03/2010 15:00:00,USD,ISM Non-Manufacturing PMI,United States,3,50.500,49.800,51.100
02/03/2010 15:00:00,USD,Treasury's Geithner speech,United States,1,,,
02/03/2010 15:30:00,USD,EIA Crude Oil Stocks Change,United States,1,2.300,-3.900,0.400
02/04/2010 11:00:00,EUR,Factory Orders n.s.a. (YoY),Germany,2,6.900,1.700,9.600
02/04/2010 11:00:00,EUR,Factory Orders s.a. (MoM),Germany,2,-2.500,3.000,0.200
02/04/2010 12:45:00,EUR,ECB Interest Rate Decision,European Monetary Union,3,1.000,1.000,1.000
02/04/2010 13:30:00,USD,Continuing Jobless Claims,United States,1,4.617,4.600,4.581
02/04/2010 13:30:00,USD,Initial Jobless Claims,United States,2,483.000,472.000,461.000
02/04/2010 13:30:00,USD,Nonfarm Productivity,United States,2,6.200,8.100,5.500
02/04/2010 13:30:00,USD,Unit Labor Costs,United States,2,-4.400,-2.500,-2.100
02/04/2010 13:30:00,EUR,ECB's President Trichet speech,European Monetary Union,3,,,
02/04/2010 15:00:00,USD,Treasury's Geithner speech,United States,2,,,
02/04/2010 15:00:00,USD,Factory Orders (MoM),United States,1,1.500,1.000,0.300
02/05/2010 00:00:00,EUR,G7 Meeting,European Monetary Union,0,,,
02/05/2010 11:00:00,EUR,Industrial Production n.s.a. w.d.a. (YoY),Germany,2,-4.200,-7.500,-3.700
02/05/2010 11:00:00,EUR,Industrial Production s.a. (MoM),Germany,2,-0.300,0.400,0.600
02/05/2010 13:30:00,USD,Unemployment Rate,United States,3,9.700,10.000,10.100
02/05/2010 13:30:00,USD,Average Hourly Earnings (MoM),United States,2,0.200,0.200,0.200
02/05/2010 13:30:00,USD,Nonfarm Payrolls,United States,3,-26.000,-150.000,15.000
02/05/2010 13:30:00,USD,Average Hourly Earnings (YoY),United States,2,1.900,2.400,2.200
02/05/2010 13:30:00,USD,Average Weekly Hours,United States,1,33.300,33.200,
02/05/2010 20:00:00,USD,Consumer Credit Change,United States,2,-4.600,-21.800,-9.400
02/06/2010 00:00:00,EUR,G7 Meeting,European Monetary Union,0,,,
02/08/2010 09:30:00,EUR,Sentix Investor Confidence,European Monetary Union,1,-8.200,-3.700,-2.300
02/08/2010 22:00:00,EUR,ECB's President Trichet speech,European Monetary Union,2,,,
02/09/2010 06:00:00,EUR,Current Account n.s.a.,Germany,1,19.900,17.800,
02/09/2010 07:00:00,EUR,Consumer Price Index (YoY),Germany,3,0.800,0.800,0.800
02/09/2010 07:00:00,EUR,Consumer Price Index (MoM),Germany,2,-0.600,-0.600,-0.600
02/09/2010 07:00:00,EUR,Trade Balance s.a.,Germany,1,15.000,15.100,14.800
02/09/2010 15:00:00,USD,Wholesale Inventories,United States,1,-1.000,1.600,0.500
02/09/2010 15:00:00,USD,IBD/TIPP Economic Optimism (MoM),United States,1,46.800,,49.300
02/10/2010 12:03:18,USD,MBA Mortgage Applications,United States,1,-1.200,21.000,
02/10/2010 13:30:00,USD,Trade Balance,United States,3,-39.900,-36.400,-36.800
02/10/2010 15:00:00,USD,Fed's Chair Bernanke testifies,United States,2,,,
02/11/2010 07:00:00,EUR,Wholesale Price Index (MoM),Germany,0,1.300,0.200,0.100
02/11/2010 07:00:00,EUR,Wholesale Price Index (YoY),Germany,1,1.900,0.200,
02/11/2010 09:00:00,EUR,ECB Monthly Report,European Monetary Union,2,,,
02/11/2010 13:30:00,USD,Initial Jobless Claims,United States,1,442.000,483.000,456.000
02/11/2010 13:30:00,USD,Continuing Jobless Claims,United States,1,4.563,4.617,4.600
02/12/2010 07:00:00,EUR,Gross Domestic Product (QoQ),Germany,1,0.000,0.700,0.100
02/12/2010 07:00:00,EUR,Gross Domestic Product w.d.a (YoY),Germany,2,-2.400,-4.800,-2.200
02/12/2010 07:00:00,EUR,Gross Domestic Product (YoY),Germany,0,-1.700,-4.400,
02/12/2010 10:00:00,EUR,Gross Domestic Product s.a. (QoQ),European Monetary Union,1,0.100,0.400,0.400
02/12/2010 10:00:00,EUR,Gross Domestic Product s.a. (YoY),European Monetary Union,2,-2.100,-4.000,-1.900
02/12/2010 10:00:00,EUR,Industrial Production w.d.a. (YoY),European Monetary Union,2,-3.700,-6.900,-1.700
02/12/2010 10:00:00,EUR,Industrial Production s.a. (MoM),European Monetary Union,2,-0.500,1.100,0.200
02/12/2010 13:30:00,USD,Retail Sales (MoM),United States,3,0.100,-0.100,0.400
02/12/2010 13:30:00,USD,Retail Sales ex Autos (MoM),United States,1,0.500,-0.200,0.400
02/12/2010 14:55:00,USD,Michigan Consumer Sentiment Index,United States,2,73.700,74.400,74.700
02/12/2010 15:00:00,USD,Business Inventories,United States,1,-0.300,0.400,0.400
02/12/2010 16:00:00,USD,EIA Crude Oil Stocks Change,United States,1,2.400,2.300,1.400
02/15/2010 00:00:00,USD,President's Day,United States,0,,,
02/16/2010 10:00:00,EUR,ZEW Survey - Economic Sentiment,European Monetary Union,2,40.200,46.400,42.600
02/16/2010 10:00:00,EUR,ZEW Survey - Current Situation,Germany,2,-54.800,-56.600,-53.000
02/16/2010 10:00:00,EUR,ZEW Survey - Economic Sentiment,Germany,2,45.100,47.200,42.000
02/16/2010 13:30:00,USD,NY Empire State Manufacturing Index,United States,1,24.910,15.920,17.100
02/16/2010 14:00:00,USD,Total Net TIC Flows,United States,1,53.600,30.700,50.000
02/16/2010 14:00:00,USD,Net Long-Term TIC Flows,United States,1,63.300,126.400,50.300
02/16/2010 17:30:00,USD,Fed's Lockhart speech,United States,1,,,
02/16/2010 18:00:00,USD,NAHB Housing Market Index,United States,1,17.000,15.000,15.000
02/17/2010 10:00:00,EUR,Trade Balance s.a.,European Monetary Union,1,5.200,4.000,4.200
02/17/2010 10:00:00,EUR,Trade Balance n.s.a.,European Monetary Union,1,3.208,2.700,3.900
02/17/2010 10:00:00,EUR,Construction Output w.d.a (YoY),European Monetary Union,1,-3.100,-8.000,
02/17/2010 10:00:00,EUR,Construction Output  s.a (MoM),European Monetary Union,2,0.500,-1.100,
02/17/2010 12:00:00,USD,MBA Mortgage Applications,United States,1,-2.100,-1.200,
02/17/2010 13:30:00,USD,Building Permits (MoM),United States,1,0.620,0.650,0.630
02/17/2010 13:30:00,USD,Housing Starts (MoM),United States,2,0.610,0.580,0.580
02/17/2010 13:30:00,USD,Import Price Index (MoM),United States,1,1.300,0.200,0.900
02/17/2010 13:30:00,USD,Import Price Index (YoY),United States,2,11.500,8.600,10.700
02/17/2010 14:15:00,USD,Capacity Utilization,United States,1,72.500,71.900,72.600
02/17/2010 14:15:00,USD,Industrial Production (MoM),United States,2,0.900,0.700,0.800
02/17/2010 19:00:00,USD,FOMC Minutes,United States,3,,,
02/17/2010 19:19:03,USD,Monthly Budget Statement,United States,1,-42.600,-91.900,-66.200
02/18/2010 13:30:00,USD,Producer Price Index (YoY),United States,2,4.600,4.400,4.400
02/18/2010 13:30:00,USD,Producer Price Index ex Food & Energy (MoM),United States,1,0.300,0.000,0.200
02/18/2010 13:30:00,USD,Producer Price Index ex Food & Energy (YoY),United States,2,1.000,0.900,0.800
02/18/2010 13:30:00,USD,Producer Price Index (MoM),United States,1,1.400,0.400,0.800
02/18/2010 13:30:00,USD,Initial Jobless Claims,United States,1,474.000,442.000,439.000
02/18/2010 13:30:00,USD,Continuing Jobless Claims,United States,1,4.611,4.563,4.500
02/18/2010 15:00:00,USD,Philadelphia Fed Manufacturing Survey,United States,1,17.600,15.200,17.200
02/18/2010 16:00:00,USD,EIA Crude Oil Stocks Change,United States,1,3.100,2.400,1.500
02/18/2010 18:00:00,USD,Fed's Bullard speech,United States,1,,,
02/19/2010 07:00:00,EUR,Producer Price Index (YoY),Germany,2,-3.400,-5.200,-4.000
02/19/2010 07:00:00,EUR,Producer Price Index (MoM),Germany,2,0.800,-0.100,0.200
02/19/2010 08:30:00,EUR,Markit Services PMI,Germany,2,51.700,52.200,52.500
02/19/2010 08:30:00,EUR,Markit Manufacturing PMI,Germany,2,57.100,53.700,53.800
02/19/2010 09:00:00,EUR,Current Account s.a,European Monetary Union,1,-0.631,-5.772,-0.600
02/19/2010 09:00:00,EUR,Current Account n.s.a,European Monetary Union,2,11.821,-0.623,
02/19/2010 09:00:00,EUR,Markit Manufacturing PMI,European Monetary Union,2,54.100,52.400,52.500
02/19/2010 09:00:00,EUR,Markit Services PMI,European Monetary Union,2,52.000,52.500,52.600
02/19/2010 13:30:00,USD,Consumer Price Index ex Food & Energy (MoM),United States,1,-0.100,0.100,0.200
02/19/2010 13:30:00,USD,Consumer Price Index (MoM),United States,1,0.200,0.200,0.300
02/19/2010 13:30:00,USD,Consumer Price Index (YoY),United States,2,2.600,2.700,2.800
02/19/2010 13:30:00,USD,Consumer Price Index ex Food & Energy (YoY),United States,2,1.600,1.800,1.800
02/23/2010 09:00:00,EUR,IFO - Expectations,Germany,2,101.000,100.600,100.500
02/23/2010 09:00:00,EUR,IFO - Current Assessment,Germany,2,90.200,91.400,96.300
02/23/2010 09:00:00,EUR,IFO - Business Climate,Germany,2,95.400,95.900,96.100
02/23/2010 14:00:00,USD,S&P/Case-Shiller Home Price Indices (YoY),United States,1,-3.100,-5.300,-3.000
02/23/2010 15:00:00,USD,Consumer Confidence,United States,3,46.000,56.500,54.600
02/23/2010 15:00:00,USD,Richmond Fed Manufacturing Index,United States,1,2.000,-2.000,0.000
02/23/2010 22:00:00,USD,Fed's Bullard speech,United States,1,,,
02/24/2010 07:00:00,EUR,Gfk Consumer Confidence Survey,Germany,2,3.200,3.300,3.100
02/24/2010 07:00:00,EUR,Gross Domestic Product w.d.a (YoY),Germany,3,-2.000,-2.400,-2.400
02/24/2010 07:00:00,EUR,Gross Domestic Product (QoQ),Germany,3,0.300,0.000,0.000
02/24/2010 07:00:00,EUR,Gross Domestic Product (YoY),Germany,3,-1.300,-1.700,-1.700
02/24/2010 10:00:00,EUR,Industrial New Orders (YoY),European Monetary Union,1,7.800,9.700,7.600
02/24/2010 10:00:00,EUR,Industrial New Orders s.a. (MoM),European Monetary Union,1,0.600,3.150,-1.200
02/24/2010 12:00:00,USD,MBA Mortgage Applications,United States,2,-8.500,-2.100,
02/24/2010 15:00:00,USD,Treasury's Geithner speech,United States,2,,,
02/24/2010 15:00:00,USD,New Home Sales (MoM),United States,3,0.309,0.348,0.354
02/24/2010 15:00:00,USD,New Home Sales Change (MoM),United States,2,-11.200,-3.900,3.800
02/24/2010 15:00:00,USD,Fed's Chair Bernanke testifies,United States,3,,,
02/24/2010 15:30:00,USD,EIA Crude Oil Stocks Change,United States,1,3.000,3.100,1.800
02/25/2010 08:55:00,EUR,Unemployment Change,Germany,3,-9.000,-11.000,20.000
02/25/2010 08:55:00,EUR,Unemployment Rate s.a.,Germany,3,8.100,8.100,8.300
02/25/2010 09:00:00,EUR,M3 Money Supply (YoY),European Monetary Union,1,0.000,-0.300,0.100
02/25/2010 10:00:00,EUR,Industrial Confidence,European Monetary Union,1,-12.600,-13.800,-13.000
02/25/2010 10:00:00,EUR,Economic Sentiment Indicator,European Monetary Union,1,95.800,95.400,95.700
02/25/2010 10:00:00,EUR,Consumer Confidence,European Monetary Union,2,-17.400,-15.800,-17.000
