DateTime,Currency,Name,Country,Volatility,Actual,Previous,Consensus
01/06/2016 15:00:00,USD,ISM Non-Manufacturing PMI,United States,2,55.300,55.900,56.000
01/06/2016 15:00:00,USD,Factory Orders (MoM),United States,2,-0.200,1.500,-0.200
01/06/2016 15:30:00,USD,EIA Crude Oil Stocks Change,United States,1,-5.085,2.629,-0.500
01/06/2016 19:00:00,USD,FOMC Minutes,United States,3,,,
01/07/2016 07:00:00,EUR,Factory Orders n.s.a. (YoY),Germany,1,2.100,-1.400,
01/07/2016 07:00:00,EUR,Factory Orders s.a. (MoM),Germany,1,1.500,1.800,0.100
01/07/2016 07:00:45,EUR,Retail Sales (YoY),Germany,2,2.300,2.100,2.400
01/07/2016 07:00:45,EUR,Retail Sales (MoM),Germany,2,0.200,-0.400,0.500
01/07/2016 10:00:00,EUR,Unemployment Rate,European Monetary Union,2,10.500,10.700,10.700
01/07/2016 10:00:00,EUR,10-y Bond Auction,France,1,0.860,0.500,
01/07/2016 10:00:00,EUR,Services Sentiment,European Monetary Union,1,13.100,12.800,12.800
01/07/2016 10:00:00,EUR,Consumer Confidence,European Monetary Union,1,-5.700,-5.700,-5.700
01/07/2016 10:00:00,EUR,Industrial Confidence,European Monetary Union,1,-2.000,-3.200,-2.900
01/07/2016 10:00:00,EUR,Business Climate,European Monetary Union,1,0.410,0.360,0.400
01/07/2016 10:00:00,EUR,Economic Sentiment Indicator,European Monetary Union,1,106.800,106.100,106.100
01/07/2016 10:00:00,EUR,Retail Sales (YoY),European Monetary Union,1,1.400,2.500,2.000
01/07/2016 10:00:00,EUR,Retail Sales (MoM),European Monetary Union,1,-0.300,-0.100,0.200
01/07/2016 12:30:00,USD,Challenger Job Cuts,United States,1,23.622,30.953,
01/07/2016 13:30:00,USD,Continuing Jobless Claims,United States,2,2.230,2.198,2.193
01/07/2016 13:30:00,USD,Initial Jobless Claims,United States,2,277.000,287.000,275.000
01/07/2016 15:30:00,USD,EIA Natural Gas Storage Change,United States,1,-113.000,-58.000,-99.000
01/08/2016 07:00:00,EUR,Industrial Production n.s.a. w.d.a. (YoY),Germany,1,-0.300,0.000,0.500
01/08/2016 07:00:00,EUR,Industrial Production s.a. (MoM),Germany,1,-0.300,0.200,0.500
01/08/2016 07:00:00,EUR,Imports (MoM),Germany,2,1.600,-3.400,1.000
01/08/2016 07:00:00,EUR,Current Account n.s.a.,Germany,2,24.700,23.000,
01/08/2016 07:00:00,EUR,Trade Balance s.a.,Germany,2,19.700,20.800,20.000
01/08/2016 07:00:00,EUR,Exports (MoM),Germany,2,0.400,-1.200,0.700
01/08/2016 07:45:00,EUR,"Exports, EUR",France,1,38.420,37.286,
01/08/2016 07:45:00,EUR,"Imports, EUR",France,1,43.050,41.868,
01/08/2016 07:45:00,EUR,Trade Balance EUR,France,1,-4.630,-4.580,-3.950
01/08/2016 07:45:00,EUR,Industrial Output (MoM),France,1,-0.900,0.500,-0.400
01/08/2016 13:30:00,USD,Nonfarm Payrolls,United States,3,292.000,211.000,200.000
01/08/2016 13:30:00,USD,Average Weekly Hours,United States,2,34.500,34.500,34.500
01/08/2016 13:30:00,USD,Average Hourly Earnings (YoY),United States,1,2.500,2.300,
01/08/2016 13:30:00,USD,Labor Force Participation Rate,United States,2,62.600,62.500,
01/08/2016 13:30:00,USD,Average Hourly Earnings (MoM),United States,1,0.000,0.200,0.200
01/08/2016 13:30:00,USD,Unemployment Rate,United States,3,5.000,5.000,5.000
01/08/2016 15:00:00,USD,Wholesale Inventories,United States,1,-0.300,-0.100,-0.100
01/08/2016 19:00:00,USD,Baker Hughes US Oil Rig Count,United States,2,516.000,536.000,
01/08/2016 19:30:00,USD,CFTC Oil NC Net Positions,United States,1,184.200,196.400,
01/08/2016 19:30:00,USD,CFTC Gold NC Net Positions,United States,1,26.600,19.100,
01/08/2016 19:30:00,USD,CFTC USD NC Net Positions,United States,1,-97.200,-95.200,
01/08/2016 19:30:00,EUR,CFTC EUR NC Net Positions,European Monetary Union,1,-160.600,-160.600,
01/08/2016 20:00:00,USD,Consumer Credit Change,United States,2,13.950,15.980,18.700
01/11/2016 09:30:00,EUR,Sentix Investor Confidence,European Monetary Union,1,9.600,15.700,12.200
01/11/2016 15:00:00,USD,Labor Market Conditions Index,United States,2,2.900,0.500,
01/11/2016 16:30:00,USD,3-Month Bill Auction,United States,1,0.215,0.215,
01/11/2016 16:30:00,USD,6-Month Bill Auction,United States,1,0.470,0.500,
01/11/2016 17:40:00,USD,Fed's Lockhart speech,United States,1,,,
01/12/2016 10:30:00,USD,Fed's Stanley Fischer speech,United States,2,,,
01/12/2016 11:00:00,USD,NFIB Business Optimism Index,United States,1,95.200,94.800,95.400
01/12/2016 13:30:00,USD,Housing Starts Change,United States,1,-2.500,,
01/12/2016 13:55:00,USD,Redbook Index (YoY),United States,1,1.700,2.900,
01/12/2016 13:55:00,USD,Redbook Index (MoM),United States,1,-1.000,-0.300,
01/12/2016 15:00:00,USD,JOLTS Job Openings,United States,1,5.431,5.383,5.410
01/12/2016 15:00:00,USD,IBD/TIPP Economic Optimism (MoM),United States,1,47.300,47.200,47.600
01/12/2016 16:30:00,USD,4-Week Bill Auction,United States,1,0.220,0.200,
01/12/2016 18:00:00,USD,3-Year Note Auction,United States,1,1.174,1.255,
01/12/2016 20:15:00,USD,Fed's Lacker speech,United States,1,,,
01/12/2016 21:30:00,USD,API Weekly Crude Oil Stock,United States,1,-3.900,-5.600,
01/13/2016 02:00:00,USD,President Obama speech,United States,2,,,
01/13/2016 07:45:00,EUR,Consumer Price Index (EU norm) (MoM),France,2,0.200,-0.200,0.100
01/13/2016 07:45:00,EUR,Consumer Price Index (EU norm) (YoY),France,2,0.300,0.100,0.200
01/13/2016 07:45:00,EUR,Current Account,France,1,-1.400,-1.400,
01/13/2016 07:45:00,EUR,Inflation ex-tobacco (MoM),France,2,0.200,-0.200,
01/13/2016 08:00:00,EUR,Non-Monetary Policy ECB Meeting,European Monetary Union,3,,,
01/13/2016 10:00:00,EUR,Industrial Production w.d.a. (YoY),European Monetary Union,2,1.100,1.900,1.300
01/13/2016 10:00:00,EUR,Industrial Production s.a. (MoM),European Monetary Union,2,-0.700,0.600,-0.300
01/13/2016 11:22:16,EUR,10-y Bond Auction,Germany,2,0.590,0.490,
01/13/2016 12:00:00,USD,MBA Mortgage Applications,United States,1,21.300,-11.600,
01/13/2016 13:00:00,USD,Fed's Rosengren speech,United States,1,,,
01/13/2016 15:30:00,USD,EIA Crude Oil Stocks Change,United States,1,0.234,-5.085,2.504
01/13/2016 18:00:00,USD,10-Year Note Auction,United States,2,2.090,2.233,
01/13/2016 18:30:00,USD,Fed's Evans speech,United States,1,,,
01/13/2016 19:00:00,USD,Monthly Budget Statement,United States,2,-14.000,-65.000,-2.700
01/13/2016 19:00:00,USD,Fed's Beige Book,United States,2,,,
01/14/2016 07:00:00,EUR,Wholesale Price Index (YoY),Germany,1,-1.000,-1.100,
01/14/2016 07:00:00,EUR,Wholesale Price Index (MoM),Germany,1,-0.800,-0.200,
01/14/2016 09:00:00,EUR,Real GDP Growth,Germany,1,1.700,1.500,1.600
01/14/2016 12:30:00,EUR,ECB Monetary Policy Meeting Accounts,European Monetary Union,3,,,
01/14/2016 13:00:00,EUR,Eurogroup Meeting,European Monetary Union,2,,,
01/14/2016 13:30:00,USD,Continuing Jobless Claims,United States,2,2.263,2.230,2.215
01/14/2016 13:30:00,USD,Initial Jobless Claims,United States,2,284.000,277.000,275.000
01/14/2016 13:30:00,USD,Export Price Index (MoM),United States,1,-1.100,-0.600,-0.500
01/14/2016 13:30:00,USD,Import Price Index (YoY),United States,1,-8.200,-9.400,
01/14/2016 13:30:00,USD,Import Price Index (MoM),United States,1,-1.200,-0.400,-1.400
01/14/2016 13:30:00,USD,Export Price Index (YoY),United States,1,-6.500,-6.300,
01/14/2016 13:30:00,USD,Fed's Bullard speech,United States,1,,,
01/14/2016 15:30:00,USD,EIA Natural Gas Storage Change,United States,1,-168.000,-113.000,-178.000
01/14/2016 18:00:00,USD,30-Year Bond Auction,United States,1,2.905,2.978,
01/15/2016 07:45:00,EUR,Budget,France,1,-82.800,-76.200,
01/15/2016 10:00:00,EUR,Trade Balance n.s.a.,European Monetary Union,1,23.600,24.100,
01/15/2016 10:00:00,EUR,Trade Balance s.a.,European Monetary Union,1,22.700,19.900,21.100
01/15/2016 13:30:00,USD,NY Empire State Manufacturing Index,United States,1,-19.370,-4.590,-4.000
01/15/2016 13:30:00,USD,Retail Sales ex Autos (MoM),United States,3,-0.100,0.400,0.200
01/15/2016 13:30:00,USD,Retail Sales Control Group,United States,2,-0.300,0.600,0.300
01/15/2016 13:30:00,USD,Retail Sales (MoM),United States,2,-0.100,0.200,0.000
01/15/2016 13:30:00,USD,Producer Price Index (MoM),United States,1,-0.200,0.300,-0.200
01/15/2016 13:30:00,USD,Producer Price Index (YoY),United States,1,-1.000,-1.100,-1.000
01/15/2016 13:30:00,USD,Producer Price Index ex Food & Energy (MoM),United States,1,0.100,0.300,0.100
01/15/2016 13:30:00,USD,Producer Price Index ex Food & Energy (YoY),United States,1,0.300,0.500,0.300
01/15/2016 14:15:00,USD,Capacity Utilization,United States,2,76.500,77.000,76.800
01/15/2016 14:15:00,USD,Industrial Production (MoM),United States,2,-0.400,-0.600,-0.200
01/15/2016 15:00:00,USD,Michigan Consumer Sentiment Index,United States,1,93.300,92.600,93.000
01/15/2016 15:00:00,EUR,EcoFin Meeting,European Monetary Union,2,,,
01/15/2016 15:00:00,USD,Business Inventories,United States,1,-0.200,0.000,-0.100
01/15/2016 18:00:00,USD,Baker Hughes US Oil Rig Count,United States,2,515.000,516.000,
01/15/2016 19:30:00,USD,CFTC USD NC Net Positions,United States,1,-162.300,-97.200,
01/15/2016 19:30:00,USD,CFTC Oil NC Net Positions,United States,1,163.500,184.200,
01/15/2016 19:30:00,USD,CFTC Gold NC Net Positions,United States,1,44.700,26.600,
01/15/2016 19:30:00,EUR,CFTC EUR NC Net Positions,European Monetary Union,1,-146.500,-160.600,
01/18/2016 00:00:00,USD,Martin L. King's Birthday,United States,0,,,
01/19/2016 07:00:00,EUR,Harmonized Index of Consumer Prices (YoY),Germany,2,0.200,0.200,0.200
01/19/2016 07:00:00,EUR,Consumer Price Index (YoY),Germany,2,0.300,0.300,0.300
01/19/2016 07:00:00,EUR,Consumer Price Index (MoM),Germany,2,-0.100,-0.100,-0.100
01/19/2016 07:00:00,EUR,Harmonized Index of Consumer Prices (MoM),Germany,2,0.000,0.000,0.000
01/19/2016 09:00:00,EUR,Current Account s.a,European Monetary Union,1,26.400,20.400,19.300
01/19/2016 09:00:00,EUR,Current Account n.s.a,European Monetary Union,1,29.800,25.900,
01/19/2016 10:00:00,EUR,Consumer Price Index - Core (YoY),European Monetary Union,2,0.900,0.800,0.900
01/19/2016 10:00:00,EUR,Consumer Price Index (MoM),European Monetary Union,2,0.000,-0.100,0.000
01/19/2016 10:00:00,EUR,Consumer Price Index (YoY),European Monetary Union,2,0.200,0.200,0.200
01/19/2016 10:00:00,EUR,Consumer Price Index - Core (MoM),European Monetary Union,2,0.300,-0.200,0.300
01/19/2016 10:00:00,EUR,Construction Output w.d.a (YoY),European Monetary Union,1,2.100,1.100,
01/19/2016 10:00:00,EUR,Construction Output  s.a (MoM),European Monetary Union,1,0.800,0.500,
01/19/2016 10:00:00,EUR,ZEW Survey - Current Situation,Germany,2,59.700,55.000,54.000
01/19/2016 10:00:00,EUR,ZEW Survey - Economic Sentiment,European Monetary Union,2,22.700,33.900,27.900
01/19/2016 10:00:00,EUR,ZEW Survey - Economic Sentiment,Germany,2,10.200,16.100,8.200
01/19/2016 15:00:00,USD,NAHB Housing Market Index,United States,2,60.000,61.000,61.000
01/19/2016 16:30:00,USD,3-Month Bill Auction,United States,1,0.255,0.215,
01/19/2016 16:30:00,USD,6-Month Bill Auction,United States,1,0.370,0.470,
01/19/2016 21:00:00,USD,Net Long-Term TIC Flows,United States,1,31.400,-16.600,
01/19/2016 21:00:00,USD,Total Net TIC Flows,United States,1,-3.200,68.900,
01/20/2016 07:00:00,EUR,Producer Price Index (MoM),Germany,2,-0.500,-0.200,-0.400
01/20/2016 07:00:00,EUR,Producer Price Index (YoY),Germany,2,-2.300,-2.500,-2.200
01/20/2016 12:00:00,USD,MBA Mortgage Applications,United States,1,9.000,21.300,
01/20/2016 13:30:00,USD,Building Permits (MoM),United States,2,1.232,1.289,1.200
01/20/2016 13:30:00,USD,Housing Starts (MoM),United States,2,1.149,1.173,1.200
01/20/2016 13:30:00,USD,Building Permits Change,United States,1,-3.900,,
01/20/2016 13:30:00,USD,Consumer Price Index Core s.a,United States,2,244.450,244.140,
01/20/2016 13:30:00,USD,Consumer Price Index n.s.a (MoM),United States,2,236.530,237.340,236.690
01/20/2016 13:30:00,USD,Consumer Price Index (MoM),United States,2,-0.100,0.000,0.000
01/20/2016 13:30:00,USD,Consumer Price Index ex Food & Energy (MoM),United States,2,0.100,0.200,0.200
01/20/2016 13:30:00,USD,Consumer Price Index (YoY),United States,3,0.700,0.500,0.800
01/20/2016 13:30:00,USD,Consumer Price Index ex Food & Energy (YoY),United States,3,2.100,2.000,2.100
01/20/2016 13:55:00,USD,Redbook Index (MoM),United States,1,-1.200,-1.000,
01/20/2016 13:55:00,USD,Redbook Index (YoY),United States,1,1.400,1.700,
01/20/2016 16:30:00,USD,4-Week Bill Auction,United States,1,0.250,0.220,
01/20/2016 21:35:00,USD,API Weekly Crude Oil Stock,United States,2,4.600,-3.900,
01/21/2016 07:45:00,EUR,Business Climate,France,1,102.000,103.000,103.000
01/21/2016 12:45:00,EUR,ECB Deposit Rate Decision,European Monetary Union,2,-0.300,-0.300,-0.300
01/21/2016 12:45:00,EUR,ECB Interest Rate Decision,European Monetary Union,3,0.050,0.050,0.050
01/21/2016 13:30:00,USD,Continuing Jobless Claims,United States,1,2.208,2.263,2.248
01/21/2016 13:30:00,USD,Initial Jobless Claims,United States,2,293.000,284.000,278.000
01/21/2016 13:30:00,EUR,ECB Monetary Policy Statement and Press Conference,European Monetary Union,3,,,
01/21/2016 13:30:00,USD,Philadelphia Fed Manufacturing Survey,United States,2,-3.500,-5.900,-5.000
01/21/2016 15:00:00,EUR,Consumer Confidence,European Monetary Union,1,-6.300,-5.700,-5.700
01/21/2016 15:30:00,USD,EIA Natural Gas Storage Change,United States,1,-178.000,-168.000,-184.000
01/21/2016 16:00:00,USD,EIA Crude Oil Stocks Change,United States,2,3.979,0.234,2.811
01/22/2016 07:45:00,EUR,ECB's President Draghi speech,European Monetary Union,3,,,
01/22/2016 08:00:00,EUR,Markit Manufacturing PMI,France,1,50.000,51.400,51.300
01/22/2016 08:00:00,EUR,Markit Services PMI,France,1,50.600,49.800,50.200
01/22/2016 08:00:00,EUR,Markit PMI Composite,France,1,50.500,50.100,
01/22/2016 08:30:00,EUR,Markit PMI Composite,Germany,2,54.500,55.500,
01/22/2016 08:30:00,EUR,Markit Services PMI,Germany,2,55.400,56.000,55.600
01/22/2016 08:30:00,EUR,Markit Manufacturing PMI,Germany,2,52.100,53.200,53.000
01/22/2016 09:00:00,EUR,Markit Manufacturing PMI,European Monetary Union,2,52.300,53.200,53.000
01/22/2016 09:00:00,EUR,Markit Services PMI,European Monetary Union,2,53.600,54.200,54.200
01/22/2016 09:00:00,EUR,Markit PMI Composite,European Monetary Union,2,53.500,54.300,54.200
01/22/2016 13:30:00,USD,"Chicago Fed National Activity Index ",United States,2,-0.220,-0.300,
01/22/2016 14:45:00,USD,Markit Manufacturing PMI,United States,2,52.700,51.200,51.100
01/22/2016 15:00:00,USD,Existing Home Sales Change (MoM),United States,1,14.700,-10.500,8.900
01/22/2016 15:00:00,USD,Existing Home Sales (MoM),United States,1,5.460,4.760,5.200
01/22/2016 18:00:00,USD,Baker Hughes US Oil Rig Count,United States,2,510.000,515.000,
01/22/2016 19:30:00,USD,CFTC Oil NC Net Positions,United States,1,179.400,163.500,
01/22/2016 19:30:00,USD,CFTC Gold NC Net Positions,United States,1,43.700,44.700,
01/22/2016 19:30:00,USD,CFTC USD NC Net Positions,United States,1,-188.500,-162.300,
01/22/2016 19:30:00,EUR,CFTC EUR NC Net Positions,European Monetary Union,1,-137.000,-146.500,
01/25/2016 09:00:00,EUR,IFO - Expectations,Germany,1,102.400,104.700,104.100
01/25/2016 09:00:00,EUR,IFO - Current Assessment,Germany,1,112.500,112.800,112.800
01/25/2016 09:00:00,EUR,IFO - Business Climate,Germany,1,107.300,108.700,108.400
01/25/2016 11:00:00,EUR,German Buba Monthly Report,Germany,1,,,
01/25/2016 15:30:00,USD,Dallas Fed Manufacturing Business Index,United States,2,-34.600,-20.100,-15.000
01/25/2016 16:30:00,USD,3-Month Bill Auction,United States,1,0.305,0.255,
01/25/2016 16:30:00,USD,6-Month Bill Auction,United States,1,0.415,0.370,
01/25/2016 18:00:00,EUR,ECB's President Draghi speech,European Monetary Union,3,,,
01/26/2016 13:55:00,USD,Redbook Index (YoY),United States,1,1.000,1.400,
01/26/2016 13:55:00,USD,Redbook Index (MoM),United States,1,-1.400,-1.200,
01/26/2016 14:00:00,USD,S&P/Case-Shiller Home Price Indices (YoY),United States,2,5.800,5.500,5.700
01/26/2016 14:00:00,USD,Housing Price Index (MoM),United States,2,0.500,0.500,0.400
01/26/2016 14:45:00,USD,Markit Services PMI,United States,2,53.700,54.300,54.000
01/26/2016 14:45:00,USD,Markit PMI Composite,United States,2,53.700,54.000,
01/26/2016 15:00:00,USD,Consumer Confidence,United States,2,98.100,96.500,96.500
01/26/2016 15:00:00,USD,Richmond Fed Manufacturing Index,United States,1,2.000,6.000,3.000
01/26/2016 16:30:00,USD,4-Week Bill Auction,United States,1,0.295,0.250,
01/26/2016 18:00:00,USD,2-Year Note Auction,United States,1,0.860,1.056,
01/26/2016 21:30:00,USD,API Weekly Crude Oil Stock,United States,2,11.400,4.600,
01/27/2016 07:00:00,EUR,Gfk Consumer Confidence Survey,Germany,2,9.400,9.400,9.300
01/27/2016 07:45:00,EUR,Consumer Confidence,France,1,97.000,96.000,96.000
01/27/2016 12:00:00,USD,MBA Mortgage Applications,United States,1,8.800,9.000,
01/27/2016 12:02:16,EUR,30-y Bond Auction,Germany,1,1.180,1.490,
01/27/2016 15:00:00,USD,New Home Sales (MoM),United States,2,0.544,0.490,0.500
01/27/2016 15:00:00,USD,New Home Sales Change (MoM),United States,2,10.800,4.300,2.000
01/27/2016 15:30:00,USD,EIA Crude Oil Stocks Change,United States,2,8.383,3.979,3.277
01/27/2016 18:00:00,USD,5-Year Note Auction,United States,1,1.496,1.785,
01/27/2016 19:00:00,USD,Fed's Monetary Policy Statement,United States,3,,,
01/27/2016 19:00:00,USD,Fed Interest Rate Decision,United States,3,0.500,0.500,0.500
01/28/2016 07:00:00,EUR,Import Price Index (MoM),Germany,1,-1.200,-0.200,-1.200
01/28/2016 07:00:00,EUR,Import Price Index (YoY),Germany,1,-3.100,-3.500,-3.200
01/28/2016 10:00:00,EUR,Services Sentiment,European Monetary Union,1,11.600,13.100,12.900
01/28/2016 10:00:00,EUR,Consumer Confidence,European Monetary Union,1,-6.300,-6.300,-6.300
01/28/2016 10:00:00,EUR,Industrial Confidence,European Monetary Union,1,-3.200,-2.000,-2.400
01/28/2016 10:00:00,EUR,Economic Sentiment Indicator,European Monetary Union,1,105.000,106.800,106.400
01/28/2016 10:00:00,EUR,Business Climate,European Monetary Union,1,0.290,0.410,0.390
01/28/2016 13:00:00,EUR,Harmonized Index of Consumer Prices (YoY),Germany,1,0.400,0.200,0.500
01/28/2016 13:00:00,EUR,Consumer Price Index (YoY),Germany,1,0.500,0.300,0.500
01/28/2016 13:00:00,EUR,Consumer Price Index (MoM),Germany,1,-0.800,-0.100,-0.800
01/28/2016 13:00:00,EUR,Harmonized Index of Consumer Prices (MoM),Germany,1,-0.900,0.000,-1.000
01/28/2016 13:30:00,USD,Continuing Jobless Claims,United States,1,2.268,2.208,2.217
01/28/2016 13:30:00,USD,Initial Jobless Claims,United States,2,278.000,293.000,282.000
01/28/2016 13:30:00,USD,Durable Goods Orders ex Transportation,United States,3,-1.200,-0.100,-0.100
01/28/2016 13:30:00,USD,Durable Goods Orders,United States,3,-5.100,0.000,-0.600
01/28/2016 15:00:00,USD,Pending Home Sales (YoY),United States,2,4.200,2.700,
01/28/2016 15:00:00,USD,Pending Home Sales (MoM),United States,2,0.100,-0.900,0.800
01/28/2016 15:30:00,USD,EIA Natural Gas Storage Change,United States,1,-211.000,-178.000,-207.000
01/28/2016 16:00:00,USD,Kansas Fed Manufacturing Activity,United States,1,-8.000,-8.000,
01/28/2016 18:00:00,USD,7-Year Note Auction,United States,1,1.759,2.161,
01/29/2016 06:30:00,EUR,Gross Domestic Product (YoY),France,1,1.300,1.100,
01/29/2016 06:30:00,EUR,Gross Domestic Product (QoQ),France,1,0.200,0.300,0.200
01/29/2016 07:00:00,EUR,Retail Sales (YoY),Germany,2,1.500,2.300,2.000
01/29/2016 07:00:00,EUR,Retail Sales (MoM),Germany,2,-0.200,0.200,0.500
01/29/2016 07:45:00,EUR,Producer Prices (MoM),France,1,-1.200,0.100,
01/29/2016 07:45:00,EUR,Consumer Spending (MoM),France,1,0.700,-1.100,0.500
01/29/2016 09:00:00,EUR,Private Loans (YoY),European Monetary Union,1,1.400,1.400,1.500
01/29/2016 09:00:00,EUR,M3 Money Supply (3m),European Monetary Union,1,4.700,5.100,5.200
01/29/2016 09:00:00,EUR,M3 Money Supply (YoY),European Monetary Union,1,4.700,5.100,
01/29/2016 10:00:00,EUR,Consumer Price Index (YoY),European Monetary Union,3,0.400,0.200,0.400
01/29/2016 10:00:00,EUR,Consumer Price Index - Core (YoY),European Monetary Union,3,1.000,0.900,0.900
01/29/2016 13:30:00,USD,Gross Domestic Product Price Index,United States,3,0.800,1.300,1.200
01/29/2016 13:30:00,USD,Gross Domestic Product Annualized,United States,3,0.700,2.000,0.800
01/29/2016 13:30:00,USD,Employment Cost Index,United States,1,0.600,0.600,0.600
01/29/2016 13:30:00,USD,Goods Trade Balance,United States,1,-61.500,-60.500,
01/29/2016 13:30:00,USD,Core Personal Consumption Expenditures (QoQ),United States,2,1.200,1.400,1.200
01/29/2016 13:30:00,USD,Personal Consumption Expenditures Prices (QoQ),United States,2,0.100,1.300,0.700
01/29/2016 14:45:00,USD,Chicago Purchasing Managers' Index,United States,2,55.600,42.900,
01/29/2016 15:00:00,USD,Michigan Consumer Sentiment Index,United States,1,92.000,93.300,93.000
01/29/2016 18:00:00,USD,Baker Hughes US Oil Rig Count,United States,2,498.000,510.000,
01/29/2016 19:30:00,USD,CFTC USD NC Net Positions,United States,1,-131.900,-188.500,
01/29/2016 19:30:00,USD,CFTC Oil NC Net Positions,United States,1,205.700,179.400,
01/29/2016 19:30:00,USD,CFTC Gold NC Net Positions,United States,1,59.000,43.700,
01/29/2016 19:30:00,EUR,CFTC EUR NC Net Positions,European Monetary Union,1,-127.200,-137.000,
01/29/2016 20:30:00,USD,Fed's Williams speech,United States,1,,,
02/01/2016 08:50:00,EUR,Markit Manufacturing PMI,France,1,50.000,50.000,50.000
02/01/2016 08:55:00,EUR,Markit Manufacturing PMI,Germany,2,52.300,52.100,52.100
02/01/2016 09:00:00,EUR,Markit Manufacturing PMI,European Monetary Union,2,52.300,52.300,52.300
02/01/2016 13:30:00,USD,Core Personal Consumption Expenditure - Price Index (MoM),United States,2,0.000,0.100,0.100
02/01/2016 13:30:00,USD,Personal Consumption Expenditures - Price Index (YoY),United States,2,0.600,0.400,
02/01/2016 13:30:00,USD,Personal Income (MoM),United States,2,0.300,0.300,0.200
02/01/2016 13:30:00,USD,Personal Consumption Expenditures - Price Index (MoM),United States,2,-0.100,0.000,
02/01/2016 13:30:00,USD,Core Personal Consumption Expenditure - Price Index (YoY),United States,2,1.400,1.300,
02/01/2016 13:30:00,USD,Personal Spending,United States,2,0.000,0.300,0.100
